name,category
Bloodtithe Harvester,Card advantage|Cycle|Cycle inr draft signpost|Cycle vow draft signpost|Discard outlet|Draft signpost|Draw|Removal|Removal creature|Removal toughness|Sacrifice self|Spot removal|Synergy blood|Triggered ability
Bloodtracker,Burst draw|Card advantage|Counters matter|Draw|Evasion|Hand positive|Leaves battlefield trigger|Leaves trigger self|Life payment|Pure draw|Triggered ability
Body Double,Clone|Copy|Copy creature
Bog Witch,Cycle|Cycle mmq alpha spellshaper|Discard outlet|Mana dork|Mana producer|Ramp
Bogardan Rager,Combat trick|Triggered ability
Boggart Trawler,Cycle|Cycle land|Cycle mh3 mdfc mono land|Cycle mono land|Hate|Hate graveyard|Life payment|Triggered ability
Bojuka Bog,Cycle|Cycle land|Cycle mono land|Cycle wwk utilityland|Hate|Hate graveyard|Sweeper graveyard|Triggered ability
Bolas's Citadel,Card advantage|Cycle|Cycle war color artifact|Gives castable from library|Gives castable from nonhand|Group slug|Life for cards|Life payment|Namesake spell|Opponent loses life|Peek|Peek library|Play from top|Precognition|Precognition engine|Sacrifice outlet|Sacrifice outlet nonland
Bolt Bend,Change target|Discount self|Power matters|Single target instant/sorcery
Boltwave,Burn|Burn player|Group slug
Bonders' Enclave,Card advantage|Draw|Hand positive|Mana sink|Power matters|Pure draw|Repeatable draw
Bone Miser,Card advantage|Discard matters|Discarded type matters|Draw|Mana producer|Non mana ability mana|Pure draw|Ramp|Repeatable creature tokens|Repeatable draw|Repeatable token generator|Triggered ability
Bone Shards,Discard outlet|Removal|Removal creature|Removal destroy|Removal planeswalker|Sacrifice outlet|Sacrifice outlet creature|Single target instant/sorcery|Spot removal
Bone Splinters,Removal|Removal creature|Removal destroy|Sacrifice outlet|Sacrifice outlet creature|Single target instant/sorcery|Spot removal
Bonecrusher Giant,Burn|Burn any|Burn battle|Burn creature|Burn planeswalker|Burn player|Castable from exile|Castable from nonhand|Cycle|Cycle eld rare adventurer|Exile self|Hate|Hate target|Removal|Removal burn|Removal creature|Removal planeswalker|Single target instant/sorcery|Triggered ability|Unexile|Unpreventable damage
Bonehoard Dracosaur,Card advantage|Evasion|Gives castable from exile|Gives castable from nonhand|Impulsive draw|Ramp|Repeatable artifact tokens|Repeatable creature tokens|Repeatable impulsive draw|Repeatable noncreature tokens|Repeatable token generator|Repeatable treasures|Triggered ability
Bonesplitter,
Bonfire of the Damned,Burn|Burn creature|Burn planeswalker|Burn player|Burn with set's mechanic|Delayed triggered ability|Removal|Removal burn|Removal creature|Removal planeswalker|Single target instant/sorcery|Sweeper|Sweeper one sided|Triggered ability
Bontu's Monument,Cast trigger|Cast trigger you|Cost reducer|Cost reducer creature|Cycle|Cycle akh monument|Drain life|Group slug|Inverted effects|Lifegain|Namesake spell|Opponent loses life|Ramp|Synergy black|Triggered ability
Bonus Round,Cast trigger|Copy|Copy instant|Copy sorcery|Delayed triggered ability|Synergy instant|Synergy sorcery|Triggered ability
Boon Reflection,Cycle|Cycle shm reflection|Lifegain increaser|Lifegain matters
Borne Upon a Wind,Cantrip|Card advantage|Draw|Gives flash|Hand neutral|Pure draw
Boros Charm,Burn|Burn planeswalker|Burn player|Combat trick|Cycle|Cycle a25 draft signpost|Cycle block rtr guild charm|Draft signpost|Gives indestructible|Protects creature|Removal|Removal burn|Removal planeswalker|Single target instant/sorcery
Boros Garrison,Bounce|Bounceland|Cycle|Cycle dual land|Cycle land|Cycle rav bounceland|Dual land|Rescue land|Triggered ability
Boros Guildgate,Cycle|Cycle dual land|Cycle guildgate|Cycle land|Dual land
Boros Signet,Cycle|Cycle rav signet|Mana filter|Mana producer|Mana rock|Ramp
Borrowed Hostility,Combat trick|Cycle|Cycle emn escalate borrowed|Multiple targets|Single target instant/sorcery
"Boseiju, Who Shelters All",Gives uncounterable|Hate|Hate counterspell|Life payment|Synergy instant|Synergy sorcery
Braid of Fire,Ramp|Triggered ability
"Braids, Arisen Nightmare",Card advantage|Draw|Group slug|Multi removal|Mutual sacrifice|Opponent loses life|Plunder|Punisher|Removal|Removal sacrifice|Repeatable draw|Repeatable removal|Sacrifice outlet|Sacrifice outlet artifact|Sacrifice outlet creature|Sacrifice outlet enchantment|Sacrifice outlet land|Sacrifice outlet planeswalker|Synergy artifact|Synergy enchantment|Synergy planeswalker|Triggered ability
Brainstone,Brainstorm|Card advantage|Draw|Egg|Hand neutral|Library manipulation|Pure draw|Sacrifice self|Top deck manipulation|Tuck outlet
Brand,Card advantage|Draw|Hand neutral|Hate|Hate theft|Pure draw|Usg storyline in cards
Brash Taunter,Burn|Burn creature|Burn player|Removal|Removal burn|Removal creature|Removal fight|Repeatable crime|Repeatable removal|Triggered ability
Brass's Tunnel-Grinder,Buff mana|Cantrip|Card advantage|Cast trigger|Cast trigger you|Consult cast|Cycle|Cycle lci r land dfc|Discard outlet|Draw|Free cast another|Gives castable from exile|Gives castable from nonhand|Hand neutral|Mana producer|Mana rock|Mana value matters|Mix and match|Namesake spell|Pure draw|Ramp|Triggered ability|Wheel|Wheel one sided
Brave the Sands,Block additional|Synergy blocker
Breaker of Creation,Attack trigger|Cast trigger|Cast trigger self|Hate|Hate color|Hate color every|Hate colored|Lands matter|Lifegain|Removal|Removal artifact|Removal aura|Removal battle|Removal creature|Removal enchantment|Removal equipment|Removal land|Removal permanent|Removal planeswalker|Removal sacrifice|Removal spacecraft|Removal vehicle|Repeatable removal|Spot removal|Synergy attacker self|Synergy colorless|Triggered ability
Breath of Darigaaz,Burn|Burn creature|Burn player|Burn player each|Group slug|Namesake spell|Removal|Removal burn|Removal creature|Self replacement effect|Sweeper
Brightclimb Pathway,Cycle|Cycle dual land|Cycle land|Cycle pathway|Cycle znr pathway|Dual land
Brimstone Roundup,Cast trigger|Cast trigger you|Castable from exile|Castable from nonhand|Exile self|Repeatable creature tokens|Repeatable token generator|Second spell matters|Triggered ability|Unexile
Brimstone Trebuchet,Burn|Burn player|Group slug|Pinger|Triggered ability|Typal creature|Typal knight
Bringer of the Last Gift,Evasion|Reanimate|Reanimate creature|Recursion|Recursion creature|Removal|Removal creature|Removal sacrifice|Sweeper|Triggered ability
Brotherhood Regalia,Alternate equip cost|Gives evasion|Protects creature|Rhystic|Synergy legendary
Browbeat,Burn|Burn player|Burst draw|Card advantage|Draw|Punisher|Pure draw|Single target instant/sorcery
Brute Force,Combat trick|Single target instant/sorcery
Brute Strength,Combat trick|Gives trample|Single target instant/sorcery
Bulk Up,Castable from graveyard|Castable from nonhand|Exile self|Power doubler|Power matters|Single target instant/sorcery
Burglar Rat,Discard|Triggered ability
Buried Ruin,Card advantage|Hand positive|Recursion|Recursion artifact|Regrowth artifact|Sacrifice self
Burning Earth,Burn|Burn player|Hate|Hate nonbasic land|Triggered ability
Burning Hands,Burn|Burn creature|Burn planeswalker|Cycle|Cycle afr color hate|Hate|Hate color|Hate green|Removal|Removal burn|Removal creature|Removal planeswalker|Self replacement effect|Single target instant/sorcery|Spot removal
Burnished Hart,Ramp|Sacrifice self|Tutor|Tutor land|Tutor land basic|Tutor land to battlefield|Tutor to|Tutor to battlefield
Burst Lightning,Burn|Burn any|Burn battle|Burn creature|Burn planeswalker|Burn player|Burn with set's mechanic|Cycle|Cycle zen c kicker|Removal|Removal burn|Removal creature|Removal planeswalker|Self replacement effect|Single target instant/sorcery
Buster Sword,Card advantage|Curiosity|Curiosity like|Draw|Free cast another|Hand positive|Mana value matters|Pure draw|Repeatable draw|Triggered ability
Butcher of Malakir,Death trigger|Evasion|Grave pact|Leaves battlefield trigger|Multi removal|Removal|Removal creature|Removal sacrifice|Repeatable removal|Spot removal|Triggered ability
By Force,Multi removal|Multiple targets|Removal|Removal artifact|Removal destroy|Single target instant/sorcery|Spot removal
Byway Barterer,Card advantage|Draw|Evasion|Mana spent matters|Miniwheel|Repeatable draw|Triggered ability|Wheel
Cabal Coffers,Ramp|Synergy swamp
Cabal Ritual,Cards in graveyard matter|Ramp|Ritual
Cabaretti Courtyard,Cycle|Cycle land|Cycle nonmana land|Cycle snc fetchland|Fetchland|Lifegain|Manaless land|Sacrifice self|Triggered ability|Tutor|Tutor land|Tutor land basic|Tutor land basic forest|Tutor land basic mountain|Tutor land basic plains|Tutor land to battlefield|Tutor to|Tutor to battlefield
Cactus Preserve,Animate|Animate self|Color change self|Mana value matters|Synergy commander
"Caduceus, Staff of Hermes",Damage prevention|Damage prevention creature|Gives indestructible|Gives lifelink|Life total matters self|Lifegain|Lifegain matters|Namesake spell|Protects creature
Caged Sun,Anthem|Mana increaser|Mana producer|Mana rock|Power boost to all|Ramp|Synergy color choose|Triggered ability
"Cait Sith, Fortune Teller",Card advantage|Gives castable from exile|Gives castable from nonhand|Impulsive draw|Library manipulation|Mana value matters|Peek|Peek library|Repeatable impulsive draw|Top deck manipulation|Triggered ability
Calamity of Cinders,Burn|Burn creature|Convoke|Discount self|Hate|Hate untapped|Removal|Removal burn|Removal creature|Sweeper|Synergy color share|Synergy red|Synergy tapped|Tap fuel creature|Tap outlet
Call In a Professional,Burn|Burn any|Burn battle|Burn creature|Burn planeswalker|Burn player|Hate|Hate lifegain|Removal|Removal burn|Removal creature|Removal planeswalker|Single target instant/sorcery|Unpreventable damage
Call of the Ring,Attack trigger|Card advantage|Discard outlet|Draw|Gives evasion|Hand positive|Life for cards|Life payment|Loot|Old blocking deathtouch|Pure draw|Repeatable draw|Synergy ring|Triggered ability
Canyon Slough,Card advantage|Cycle|Cycle akh dual cycling land|Cycle cycling land|Cycle dual cycling land|Cycle dual land|Cycle land|Draw|Dual land|Hand neutral|Nonbasic basic land type|Pure draw
Captivating Cave,Mana filter|Sacrifice self
Captivating Vampire,Anthem|Cycle|Cycle m11 typal lord|Indefinite effect|Power boost to all|Tap fuel creature|Tap outlet|Theft|Theft creature|Typal creature|Typal vampire
Captive Audience,Cycle|Cycle rna m guild spell|Discard|Triggered ability|White elephant
Careful Study,Card advantage|Discard outlet|Draw|Hand negative|Loot
Caretaker's Talent,Anthem|Card advantage|Copy|Copy token|Cycle|Cycle blb r talent|Draw|Hand positive|Power boost to all|Pure draw|Repeatable draw|Synergy token|Synergy token creature|Thingfall|Tokenfall|Triggered ability
"Carmen, Cruel Skymarcher",Alt commander|Attack trigger|Cycle|Cycle lcc alt commander|Evasion|Lifegain|Power matters|Power matters self|Reanimate|Reanimate permanent|Recursion|Recursion permanent|Synergy attacker self|Synergy sacrifice|Triggered ability
Castle Embereth,Cycle|Cycle eld castle|Cycle land|Cycle mono land|Mana sink|Power boost to all|Synergy mountain
Castle Locthwain,Card advantage|Cycle|Cycle eld castle|Cycle land|Cycle mono land|Draw|Hand positive|Hand size matters|Life for cards|Life payment|Mana sink|Pure draw|Repeatable draw|Synergy swamp
Cathars' Crusade,Creaturefall|Gives pp counters to all|Power boost to all|Thingfall|Triggered ability
Cathartic Pyre,Burn|Burn creature|Burn planeswalker|Card advantage|Discard outlet|Draw|Hand negative|Removal|Removal burn|Removal creature|Removal planeswalker|Single target instant/sorcery|Spot removal
Cathartic Reunion,Card advantage|Discard outlet|Draw|Hand neutral
Cathedral of War,Attack trigger|Synergy attacker|Triggered ability
Cave of the Frost Dragon,Animate|Animate self|Color change self|Cycle|Cycle afr creatureland|Cycle land|Cycle mono land|Evasion
Cavern of Souls,Buff mana|Gives uncounterable|Hate|Hate counterspell|Typal choose|Typal creature
Caverns of Despair,Combat manipulation
Caves of Koilos,Cycle|Cycle apc painland|Cycle dual land|Cycle land|Cycle painland|Dual land|Life payment|Mana ability with extra effect
Cemetery Gatekeeper,Burn|Burn player|Cast trigger|Cycle|Cycle vow cemetery|Graveyard fuel|Hate|Hate graveyard|Landfall|Landfall other|Lands matter|Triggered ability
Cephalid Coliseum,Card advantage|Cards in graveyard matter|Cycle|Cycle land|Cycle mono land|Cycle ody threshold painland|Discard outlet|Draw|Life payment|Loot|Mana ability with extra effect|Sacrifice self
Chain Reaction,Burn|Burn creature|Creature count matters|Hate|Hate wide|Removal|Removal burn|Removal creature|Sweeper
Chainsaw,Burn|Burn creature|Counters matter|Death trigger|Leaves battlefield trigger|Removal|Removal burn|Removal creature|Spot removal|Triggered ability
Chalice of Life,Life total matters self|Lifegain|Lifegain matters|Opponent loses life|Transform mirror
Chalice of the Void,Cast trigger|Counters matter|Counterspell|Counterspell automatic|Hate|Hate storm|Mana value matters|Manaless value|Triggered ability
"Chameleon, Master of Disguise",Castable from graveyard|Castable from nonhand|Clone|Copy|Copy creature|Copy legendary|Discard matters
Champion of Dusk,Burst draw|Card advantage|Draw|Hand neutral|Hand positive|Life for cards|Life payment|Pure draw|Triggered ability|Typal creature|Typal vampire
Champion of Wits,Burst draw|Card advantage|Copy|Copy self|Cycle|Cycle hou power eternalizer|Discard outlet|Draw|Exile self|Graveyard fuel self|Hand negative|Hand positive|Loot|Power matters|Power matters self|Triggered ability|Type errata naga
Champion's Helm,Gives hexproof|Protects creature|Synergy legendary
Chancellor of the Annex,Cast tax|Cast trigger|Cast trigger other|Counterspell|Counterspell automatic|Counterspell soft|Cycle|Cycle nph chancellor|Delayed triggered ability|Evasion|Manaless value|Triggered ability
Chandra's Flame Wave,Burn|Burn creature|Burn player|Burn with set's mechanic|Cycle|Cycle m20 precon tutor|Namesake spell|Pwdeck tutor|Removal|Removal burn|Removal creature|Single target instant/sorcery|Sweeper|Sweeper one sided|Tutor|Tutor planeswalker|Tutor to|Tutor to hand|Tutors by name
Chandra's Ignition,Burn|Burn creature|Burn player|Cycle|Cycle ori pivotal moment|Namesake spell|One sided fight|Power matters|Removal|Removal burn|Removal creature|Single target instant/sorcery|Sweeper
Chandra's Incinerator,Burn|Burn creature|Burn planeswalker|Cycle|Cycle m21 chandra vertical|Discount self|Namesake spell|Removal|Removal burn|Removal creature|Removal planeswalker|Repeatable removal|Spot removal|Synergy burn|Triggered ability
Chandra's Magmutt,Burn|Burn planeswalker|Burn player|Cycle|Cycle m21 chandra vertical|Namesake spell|Pinger|Removal|Removal burn|Removal planeswalker|Repeatable crime|Repeatable removal
Chandra's Outburst,Burn|Burn planeswalker|Burn player|Burn with set's mechanic|Namesake spell|Pwdeck tutor|Removal|Removal burn|Removal planeswalker|Single target instant/sorcery|Tutor|Tutor planeswalker|Tutor to|Tutor to hand|Tutors by name
Chandra's Phoenix,Card advantage|Cycle|Cycle m12 r pw signature|Cycle m14 pw signature|Evasion|Namesake spell|Recursion|Recursion self|Regrowth self|Synergy burn|Synergy instant|Synergy planeswalker|Synergy red|Synergy sorcery|Trigger from graveyard|Triggered ability
Chandra's Regulator,Card advantage|Copy|Copy ability|Discard outlet|Discard outlet land|Draw|Hand negative|Namesake spell|Synergy mountain|Synergy planeswalker|Synergy pw chandra|Synergy red|Triggered ability
Chandra's Spitfire,Cycle|Cycle m11 u pw signature|Evasion|Namesake spell|Synergy burn|Triggered ability
"Chandra, Awakened Inferno",Burn|Burn creature|Burn planeswalker|Burn player|Cycle|Cycle m20 chandra|Cycle m20 planeswalker|Group slug|Hate|Hate counterspell|Passive ability|Removal|Removal burn|Removal creature|Removal exile|Removal planeswalker|Repeatable crime|Repeatable removal|Spot removal|Sweeper|Triggered ability|Typal creature|Typal elemental
